story_id,premise,initial,counterfactual,original_ending,edited_ending,differences
c7c0e303-15b4-4512-b4d6-c1562789ef1d,Deb always dreamed of getting married and buying a large house.,After she met the love of her life she was ready to start a family.,"After she met the love of her life, she was diagnosed with cancer and had to live in a hospital.",Deb knew that the first step was to buy a home. She quickly started to search for the perfect home. She found a wonderful home right by her job.,Deb knew that the first step was to get back to her home. She quickly started to search for the perfect cancer doctor. She found a wonderful doctor.,"doctor., cancer, get, back"
8420c7ee-9b73-42e5-8b1f-497679ee44bc,Derek was driving at night.,Suddenly his car buckled and he was forced to pull over.,His car ran smoothly and had no issues.,There was smoke coming from under the hood. He noticed this and got out of the car quickly. It took 4 hours for his car to cool off so he could go home.,There was smoke coming from out of his house though. He noticed this when he got home and got out of the car quickly. It took 4 hours for the firefighters to put out the fire.,"home, house, when, fire., though., put, firefighters"
fdc31bd6-6fe0-4e03-99b0-99d6e4d23e11,I went camping with my church group as a child.,I was excited to be there.,I was living only with my father at the time.,"One day, I got really sick. I didn't get better, so they called my mother. My mom came and got me.","One day, I got really sick. I didn't get better, so they called my father. My dad came and got me.","father., dad"
8292282f-1189-439b-8043-68a15bdd41ea,James noticed his cat's belly was getting way too big.,He took his cat to the vet.,He took his cat to the neighbor.,The vet told him that his cat had tapeworm. James got tapeworm medication from his drugstore shortly afterwards. James's cat started getting better shortly after.,The neighbor was a vet and told him the cat had tapeworm. James got tapeworm medication from his drugstore shortly afterwards James's cat started getting better shortly after,"after, and, was, the, neighbor, a, afterwards"
29b423b1-fa1e-4ffd-a847-47d7e88912a0,Rex had always loved birds.,One day his friend recommended they go birding at a local park.,"He asked his friend to join him to go birding at a local park, but his friend was not interested.","Rex and his friend saw finches, sparrows, and other birds. They talked about all the birds they had seen over ice cream later. They had fun.","Rex went alone and saw finches, sparrows, and other birds. He thought about all the birds he had seen over ice cream later. He had fun.","went, He, thought, he, alone"
040c992b-fe9a-4de2-ad2a-815695ea3157,Tyler decided to make a new fence for his yard.,He worked all day long to dig the holes for the posts.,He forgot to dig the holes for the posts.,"The next day, he put the posts in. Then he put up the fencing. Tyler was very pleased with himself.","The next day, he couldn't put the posts in. He had to delay putting up the fencing. Tyler was very annoyed with himself.","to, He, had, couldn't, annoyed, putting, delay"
d111bb32-6d86-4808-a89b-0f062ed376a8,There were two students named Alex in the math class.,One was a boy but the other was a girl.,Both of them were girls.,"One day the teacher announced that Alex had achieved a perfect test. The boy named Alex assumed he was the one who had scored perfectly. Unfortunately, it was the girl who scored well.","One day the teacher announced that Alex had achieved a perfect test. Both girls assumed they were the one who had scored perfectly. Unfortunately, only one of them scored well.","Both, girls, only, of, they, them, were"
e5702ed2-e880-4d86-ac3d-fc14ce41150a,Gina had done everything she could think of to beat the heat.,And it was only noon.,"Luckily, it was evening and starting to cool off.",The sun was still high in the sky. She decided she needed to go where there was air conditioning. She went inside a nearby cafe.,The sun was setting in the sky. She decided she needed to go where there was air conditioning the next day. She went inside a nearby cafe.,"conditioning, next, setting, day."
08c6c7e0-e74e-431e-987d-6ae1bb460aab,My grandma was on her deathbed.,She told me to always take out time for the little things.,She told me to always save for retirement.,I try to live this daily. I try to enjoy the things people normally take for granted. I thank my grandma for my giving me my life's philosophy.,I try to save daily. I try and not spend on things most people indulge in. I thank my grandma for giving me great advice.,"not, most, and, advice., save, indulge, on, great, spend, in."
a1ae4c60-5454-4f78-8799-156c298f92d2,Katie saw a woman begging on the street.,"Others passed without paying any attention, but Katie stopped.",Katie and others passed without paying any attention.,She felt very bad for the beggar woman. She fumbled in her purse and handed the woman a $10 bill. Katie walked away smiling after helping the beggar.,She felt very bad for the beggar woman. She had no money in her purse and could not hand the woman a $10 bill. Katie walked away frowning unable to help the beggar.,"money, not, unable, to, frowning, had, could, hand, no, help"
38de5af8-157c-40fd-b973-0e2b91239ae3,Ida was delivering her baby daughter.,She still hadn't thought of a name!,She was shocked when the baby turned out to actually be a boy.,"Then a nurse suggested ""Irene"". Ida considered it and decided it was a lovely name. Ida asked her husband what he thought about Irene.","Then a nurse suggested ""Caleb"" for a name. Ida considered it and decided it was a lovely name. Ida asked her husband what he thought about Caleb.","for, ""Caleb"", Caleb."
c8674b79-8bb3-4a64-a5dc-941bcfabe2a7,Tina invited Todd to dinner.,She went to the fish market for something special.,She went to McDonalds for some nice cuisine.,She was frightened by all the fish eyes staring at her. She left without buying anything. Tina decided they'd eat out for dinner.,She was frightened by all the staff staring at her. She left without ordering anything. Tina decided they'd eat dinner at other place.,"dinner, staff, other, place., ordering"
85483c46-7129-4140-a4df-d4fbc7902651,Buttons is a black cat with a lot of soul.,He always struts around like he owns the place.,He always shy's away from people.,Even strangers admire his tenacity. As though he was a lion in a past life. Even the neighborhood dogs stay out of Buttons' way.,Strangers never even see him. It's like he was a meerkcat in his past life Even the neighborhood dogs scare Buttons.,"see, never, It's, like, him., life, scare, meerkcat, Strangers, Buttons., even"
12b3b104-64f0-491a-89dd-7924e9975d9a,Gina's uncle burned incense all day long.,Gina liked the scent.,Gina was  allergic to the scent and had to go home.,She leaned in close and took a big whiff. The smoke made her choke. Gina now knows not to inhale the incense smoke.,She avoided smelling it. The smoke makes her choke. Gina knows not to inhale the incense smoke.,"it., smelling, avoided, makes"
817b1b56-acf7-443c-8c15-4cecbb524ce7,Wallace had a passion for gardening.,He had been gardening since he was ten years of age.,Wallace never became a professional gardener.,Wallace followed his passion well into his college years. Wallace graduated from college with a degree in biology. He used his knowledge to become a professional gardener.,Wallace followed his passion well into his college years. Wallace graduated from college with a degree in biology. He used his knowledge to become a professional biologist.,biologist.
8e9dd60a-b509-4f42-9934-69925c202470,Today was Jet's first day of school.,He was very excited but nervous about making friends.,He was very excited and strong about making friends.,"He was worried that the other kids would be mean. When he got to school everyone was so nice. Jet was surprised, but happy.","He was not worried that the other kids would be mean. When he got to school everyone was so nice. Jet was not surprised, and happy.","not, and"
4e21bd8d-4cce-43be-b368-363075029a98,The Brown family was going to the Grand Canyon.,They all piled in the car and began their drive from Iowa.,They all piled in the living room and began watching videos of it on television.,There were many stops along the way and the trip was long. When they arrived at the Canyon the kids hopped out of the car. They all took photo's to post on their Facebook pages.,They saw that there were many stops along the way and the trip was long. At the Canyon the kids excitedly check out the scene they are watching. They all wish they go instead of just watching.,"go, At, check, just, watching., saw, scene, excitedly, that, there, wish, are, instead"
